Unnamed: 0,Movie,Genre,Rating,Emotions
627,Saakshyam,Action,4.9,"Emotional, Friendship"
628,Shadow,"Action, Crime, Drama            ",3.8,"Excited, Hopeful, Patriotic"
629,Babu Bangaram,"Action, Comedy            ",5.4,"Revenge, Motivational, Mystery, Excited"
630,Shivam,"Action, Comedy, Romance            ",5.4,"Happy, Thrilling, Adventure"
631,Rayudu,Family,4.2,"Excited, Emotional, Anger, Adventure, Fear"
632,Lion,"Action, Drama            ",3.3,"Love, Happy, Family, Romantic, Tragic"
633,Pantham,Action,6.4,"Heartwarming, Inspirational, Sad"
634,Govindha Govindha,"Action, Crime, Drama            ",6.8,"Family, Fantasy"
635,Nippu,"Action, Comedy, Drama            ",3.8,"Thrilling, Tragic"
636,Pasivadi Pranam,"Action, Drama, Thriller            ",7.7,"Fantasy, Mystery, Heartwarming, Revenge"
637,Chanakya,"Action, Thriller            ",5.5,"Romantic, Excited"
638,Kondaveeti Raja,"Action, Drama            ",6,"Excited, Drama, Friendship, Thrilling"
639,Jessie,"Horror, Thriller            ",7,"Emotional, Patriotic, Comedy, Motivational, Romantic"
640,Ninu Veedani Needanu Nene,Comedy,5.9,"Emotional, Fear"
641,E,"Action, Drama, Thriller            ",6.4,"Sad, Motivational, Love, Hopeful, Heartwarming"
642,Ramayanam,History,7.1,"Family, Action, Mind-blowing, Adventure"
643,Meeku Matrame Chepta,Comedy,6.2,"Inspirational, Romantic, Patriotic"
644,Jay Jay,Romance,5.6,"Chill, Emotional, Family, Friendship, Patriotic"
645,Naaga,Action,3.9,"Motivational, Patriotic, Comedy, Drama, Excited"
646,Venkatadri Express,"Adventure, Comedy            ",6.9,"Sad, Anger, Suspenseful, Revenge"
647,Golkonda High School,"Drama, Family            ",6.8,"Patriotic, Tragic"
648,Khaidi No. 786,"Action, Drama, Romance            ",6.6,"Motivational, Fantasy, Mystery"
649,Morning Raga,"Drama, Music            ",6.9,"Anger, Comedy"
650,Hitler,"Action, Drama            ",6.4,"Sad, Thrilling, Patriotic, Action, Inspirational"
651,Anjaneyulu,"Action, Comedy, Crime            ",4.8,"Romantic, Hopeful"
652,Khaidi Garu,Action,4,"Fear, Anger, Family, Emotional, Chill"
653,Thimiru,Action,5.7,"Suspenseful, Dark, Serious"
654,Loafer,"Action, Drama            ",5.2,"Tragic, Fantasy, Fear, Serious"
655,Collector Garu,"Action, Comedy, Drama            ",5.1,"Family, Emotional, Fear"
656,Tej I Love U,Romance,5.4,"Revenge, Fear"
657,Winner,"Action, Drama            ",4.6,"Feel-good, Mind-blowing"
658,Anveshana,"Mystery, Thriller            ",7.5,"Heartwarming, Thrilling"
659,Ism,Action,5.8,"Fear, Sad"
660,Abhinetri,"Comedy, Horror            ",6.1,"Inspirational, Tragic"
661,Allari Ramudu,"Action, Comedy, Drama            ",4.3,"Romantic, Anger, Fantasy"
662,Devadasu,Romance,5,"Chill, Action, Dark, Suspenseful, Happy"
663,Kodama Simham,"Action, Adventure, Western            ",6.7,"Chill, Family, Love"
664,April 1 Vidudala,"Comedy, Romance, Thriller            ",7.7,"Mystery, Happy, Patriotic, Mind-blowing"
665,Lankeshwarudu,"Action, Drama            ",6.6,"Heartwarming, Thrilling, Serious"
666,Kondaveeti Donga,"Action, Adventure, Drama            ",6.9,"Feel-good, Fear, Romantic, Anger"
667,O Pitta Katha,"Drama, Thriller            ",6.9,"Mystery, Family"
668,Mutamestri,"Action, Drama            ",7.1,"Comedy, Adventure"
669,Subbu,Drama,4.4,"Serious, Action, Friendship, Love, Anger"
670,Pilla Nuvvu Leni Jeevitham,"Action, Drama, Romance            ",6,"Heartwarming, Romantic, Drama, Patriotic"
671,Sri Ramulayya,Action,4.8,"Dark, Fantasy, Tragic, Romantic"
672,Boss,Romance,4.2,"Family, Feel-good, Patriotic"
673,Anaganaga Oka Roju,"Action, Comedy, Drama            ",7.1,"Heartwarming, Sad, Mind-blowing, Emotional, Friendship"
674,Raghavendra,"Action, Drama, Romance            ",4.9,"Motivational, Drama, Thrilling"
675,Kondaveeti Simhasanam,"Action, Drama            ",4,"Romantic, Motivational, Family, Emotional, Fantasy"
676,Cinema Chupista Maava,Family,6.1,"Motivational, Mystery, Serious, Fear, Mind-blowing"
677,Sri Jagadguru Adi Shankara,Drama,6.4,"Drama, Comedy"
678,Hawaa,Crime,7,"Patriotic, Inspirational, Fear, Chill, Thrilling"
679,Toofan,Action,3,"Tragic, Romantic"
680,Ongole Githa,"Action, Comedy            ",5.1,"Emotional, Anger, Serious, Family, Action"
681,Chukkallo Chandrudu,Drama,5.4,"Chill, Adventure"
682,Indrudu Chandrudu,"Comedy, Drama            ",7.2,"Serious, Comedy"
683,Sankranthi,Drama,6.2,"Feel-good, Patriotic, Sad, Revenge"
684,Aa Okkati Adakku,Comedy,7.8,"Romantic, Feel-good"
685,Eeshwar,"Action, Drama            ",5.2,"Suspenseful, Feel-good"
686,Ratchakan,"Action, Romance            ",6.4,"Tragic, Sad"
687,Maruthu,"Action, Drama            ",5.2,"Adventure, Mystery"
688,Yamudiki Mogudu,"Action, Comedy, Fantasy            ",7.3,"Emotional, Motivational, Thrilling, Revenge, Suspenseful"
689,Police Police,Action,5.6,"Sad, Fantasy, Fear"
690,Evvarikee Cheppoddu,Drama,7.3,"Mind-blowing, Action, Emotional"
691,Sudigaadu,"Action, Comedy            ",5.7,"Comedy, Romantic, Fear"
692,Rama Rama Krishna Krishna,"Action, Comedy, Drama            ",5.4,"Dark, Love, Happy, Fantasy, Fear"
693,Geethanjali,"Comedy, Horror            ",6.3,"Sad, Chill, Adventure"
694,Padamati Sandhya Ragam,Romance,7.8,"Mystery, Suspenseful, Chill"
695,Sri Manjunatha,"Drama, Family, History            ",6.9,"Anger, Emotional, Action, Hopeful"
696,Vennela,Romance,7,"Action, Romantic, Comedy"
697,Jaguar,Action,5.6,"Chill, Sad"
698,Marshal,Action,6.9,"Suspenseful, Mystery, Chill, Hopeful, Emotional"
699,Master,"Action, Drama            ",6.8,"Drama, Comedy, Excited, Inspirational, Hopeful"
700,Maska,"Action, Comedy, Drama            ",5.2,"Excited, Tragic"
701,Assembly Rowdy,"Action, Drama            ",6,"Anger, Tragic, Action, Chill"
702,Mehbooba,"Action, Drama, Romance            ",5.7,"Sad, Anger, Family, Heartwarming, Inspirational"
703,Sneham Kosam,"Action, Drama            ",6.5,"Feel-good, Dark, Romantic"
704,Sindhu Bhairavi,Drama,7.2,"Fear, Motivational"
705,Adhinayakudu,"Action, Drama            ",3.6,"Comedy, Family"
706,Lakshyam,"Action, Drama, Romance            ",6.1,"Motivational, Mystery"
707,Adavi Ramudu,"Action, Romance            ",4,"Adventure, Excited, Action"
708,Kunti Puthrudu,Drama,4.1,"Romantic, Drama, Comedy, Dark, Chill"
709,Mathangi,Horror,4.2,"Thrilling, Romantic, Mind-blowing"
710,Brahma,Action,3.9,"Mind-blowing, Suspenseful, Mystery"
711,Alludugaru,"Drama, Comedy            ",5.7,"Hopeful, Serious, Fear"
712,Oka Chinna Viramam,Thriller,7.3,"Friendship, Motivational"
713,Nenu Lenu,Drama,7.3,"Action, Anger, Feel-good, Love, Patriotic"
714,Mrugaraaju,"Action, Adventure, Thriller            ",4.4,"Hopeful, Anger, Feel-good, Comedy"
715,Bharani,"Action, Drama            ",5.8,"Feel-good, Serious, Anger, Chill, Motivational"
716,Dil,"Action, Romance            ",7,"Motivational, Serious, Revenge, Mind-blowing"
717,Ullasanga Utsahanga,Romance,6.9,"Fantasy, Thrilling, Inspirational"
718,Kedi,Action,4.7,"Adventure, Revenge"
719,Shock,Action,5.4,"Fantasy, Mind-blowing, Adventure"
720,Jyo Achyutananda,"Comedy, Drama, Romance            ",6.5,"Family, Fantasy, Fear, Love"
721,Mithunam,"Drama, Family            ",7.7,"Family, Fantasy, Comedy, Dark, Love"
722,Palasa 1978,"Action, Drama            ",7.6,"Serious, Drama, Emotional, Romantic"
723,Maro Charithra,"Drama, Romance            ",7.4,"Heartwarming, Fear, Chill, Tragic, Revenge"
724,Pelli Pustakam,"Comedy, Drama, Romance            ",7.5,"Friendship, Heartwarming"
725,Boy,"Comedy, Drama            ",6.9,"Excited, Dark, Anger, Adventure"
726,Yamaleela,"Comedy, Drama, Fantasy            ",7.5,"Happy, Serious, Family, Fear"
727,Suryavamsam,Drama,7.1,"Friendship, Suspenseful, Mystery, Feel-good"
728,Kaakki Sattai,"Action, Comedy, Drama            ",7.1,"Serious, Family"
729,Ammoru,"Fantasy, Horror            ",7.1,"Suspenseful, Family, Comedy"
730,Ninnu Choodalani,Romance,4.4,"Mind-blowing, Feel-good, Motivational, Comedy, Fantasy"
731,Premante Idera,"Romance, Drama            ",6.7,"Inspirational, Patriotic, Excited"
732,Devadasu,"Drama, Family, Musical            ",7.4,"Comedy, Happy"
733,Ninaithale Inikkum,"Musical, Romance            ",6.9,"Happy, Emotional, Fantasy, Friendship, Suspenseful"
734,Jayam,"Action, Drama, Romance            ",6.3,"Chill, Family, Fear, Mind-blowing"
735,Mugguru,Comedy,5,"Mind-blowing, Drama"
736,Ganesh,Romance,5,"Romantic, Comedy"
737,Arjun Reddy,"Drama, Romance            ",5,"Sad, Action, Love"
738,Vangaveeti,"Action, Biography, Crime            ",6.2,"Friendship, Suspenseful, Excited, Anger"
739,Chandamama Kathalu,Drama,7.2,"Love, Motivational"
740,Chandamama,"Drama, Romance            ",6.7,"Emotional, Anger, Family"
741,Rowdy Fellow,"Action, Romance            ",6.7,"Thrilling, Fear, Serious, Romantic"
742,Shirdi Sai,"Biography, Drama, Musical            ",6.7,"Adventure, Comedy, Fear, Romantic"
743,Sisindri,"Comedy, Family            ",6.7,"Tragic, Friendship"
744,Manasantha Nuvve,"Drama, Family, Romance            ",7.1,"Friendship, Fear, Patriotic, Comedy, Love"
745,Seetharamaiah Gari Manavaralu,Drama,7.7,"Action, Family, Comedy"
746,Bhale Manchi Roju,"Action, Romance            ",6.9,"Family, Action, Tragic, Fantasy, Motivational"
747,Devi Putrudu,"Drama, Fantasy            ",5.8,"Friendship, Patriotic, Drama, Mystery"
748,Super Duper,"Comedy, Thriller            ",6.6,"Love, Emotional, Comedy, Tragic"
749,Subhash Chandra Bose,"Action, Drama, History            ",3.1,"Hopeful, Feel-good, Revenge, Motivational"
750,Hyderabad Blues 2,"Drama, Comedy            ",6.2,"Revenge, Feel-good, Inspirational, Hopeful, Drama"
751,Vijetha,"Drama, Family, Romance            ",7.2,"Dark, Chill, Excited, Serious"
752,Veera Bhoga Vasantha Rayalu,"Crime, Thriller            ",6.7,"Adventure, Fantasy, Mind-blowing, Friendship"
753,Tik Tik Tik,"Crime, Mystery, Thriller            ",7,"Revenge, Happy"
754,Detective Naarada,"Comedy, Drama, Thriller            ",5.9,"Serious, Love, Dark, Patriotic"
755,Kalyana Vaibhogame,"Comedy, Drama            ",6.8,"Happy, Hopeful"
756,Heza,Drama,7.4,"Excited, Mystery, Motivational, Hopeful"
757,Narthanasala,"Drama, Musical            ",7.6,"Revenge, Heartwarming, Love, Comedy"
758,Nenunnanu,Action,5.3,"Happy, Feel-good, Thrilling"
759,Ganesh,"Action, Drama, Thriller            ",7.2,"Excited, Love, Comedy"
760,Veedevadandi Babu,Comedy,5.6,"Hopeful, Mystery, Adventure"
761,Sirivennela,"Family, Musical            ",7.5,"Friendship, Emotional, Tragic, Drama"
762,Routine Love Story,"Comedy, Romance            ",6,"Mystery, Excited, Sad, Emotional, Fantasy"
763,Intlo Illalu Vantaintlo Priyuralu,"Comedy, Family            ",6.9,"Happy, Suspenseful"
764,Guna 369,"Action, Drama            ",6.3,"Adventure, Sad"
765,Anandam,Romance,7.1,"Heartwarming, Sad"
766,Masala,"Action, Comedy            ",5.3,"Sad, Heartwarming, Mystery, Anger, Revenge"
767,Entha Manchivaadavuraa,"Action, Drama            ",5.5,"Feel-good, Sad, Motivational, Thrilling, Action"
768,Ruler,"Action, Drama            ",3.6,"Comedy, Friendship, Dark, Drama"
769,Om Namo Venkatesaya,"Biography, Fantasy            ",7.2,"Drama, Romantic, Mind-blowing, Emotional"
770,Gundello Godari,"Adventure, Drama, Romance            ",4.8,"Motivational, Patriotic"
771,Rowdy Gari Pellam,Drama,3.8,"Friendship, Dark, Fantasy, Action, Hopeful"
772,Paper Boy,Romance,6.5,"Fear, Thrilling, Inspirational"
773,Mister,Drama,3.9,"Happy, Serious"
774,Raju Gari Gadhi,Horror,5,"Drama, Sad, Patriotic"
775,Thodarum,"Drama, Romance            ",5.4,"Sad, Friendship"
776,Allari Mogudu,"Drama, Comedy            ",5.7,"Love, Revenge, Emotional, Excited"
777,Nirnayam,"Action, Comedy, Drama            ",7,"Excited, Serious"
778,Dharma Bhai,"Action, Drama            ",3,"Anger, Fear"
779,Software Sudheer,Drama,6,"Inspirational, Excited, Serious"
780,Bhageeratha,"Action, Drama            ",5.6,"Hopeful, Happy"
781,Azaad,"Action, Drama            ",6.2,"Heartwarming, Action"
782,Minugurulu,"Drama, Family            ",7.5,"Motivational, Love, Mystery"
783,Raaja Paarvai,"Drama, Romance            ",7.2,"Patriotic, Adventure, Anger, Motivational, Love"
784,Vijayendra Varama,"Action, Thriller            ",2,"Emotional, Happy, Serious, Action"
785,Mogudu,Drama,3.8,"Suspenseful, Hopeful, Anger, Revenge"
786,Jayam Manadera,Drama,6.3,"Heartwarming, Hopeful, Emotional"
787,Oxygen,"Action, Thriller            ",5.5,"Chill, Family, Dark, Friendship"
788,Athaku Yamudu Ammayiki Mogudu,"Action, Comedy, Drama            ",7,"Adventure, Friendship, Romantic, Revenge, Mystery"
789,Sindhooram,"Action, Drama, Romance            ",7.4,"Fantasy, Happy, Emotional, Excited, Fear"
790,Bezawada,"Action, Crime            ",3.3,"Fantasy, Thrilling"
791,Satyam,Romance,6.7,"Romantic, Drama, Tragic, Fear"
792,Avunu Valliddaru Ishtapaddaru,"Comedy, Romance, Drama            ",6.6,"Excited, Fear, Suspenseful, Happy, Inspirational"
793,Baladoor,"Action, Comedy            ",4,"Sad, Motivational, Emotional, Serious, Suspenseful"
794,2 Hours Love,Romance,6.7,"Suspenseful, Romantic, Emotional, Love"
795,Sakalakala Vallavan,"Action, Comedy, Romance            ",6.7,"Dark, Suspenseful, Comedy, Happy, Heartwarming"
796,MLA,"Action, Drama            ",5.2,"Chill, Drama, Fantasy"
797,Appula Appa Rao,Comedy,7.3,"Action, Comedy, Motivational, Anger, Serious"
798,Radha,"Action, Comedy, Romance            ",5.4,"Dark, Feel-good, Motivational, Happy"
799,Ladies Tailor,Comedy,7.1,"Excited, Dark, Motivational"
800,Abhilasha,Thriller,7.3,"Fantasy, Drama, Chill"
801,Srimannarayana,Drama,4.1,"Action, Anger, Mystery, Tragic"
802,Katha Screenplay Darsakatvam: Appalaraju,Comedy,5,"Revenge, Feel-good, Mind-blowing"
803,Chandralekha,"Comedy, Romance            ",6.7,"Romantic, Dark"
804,Maharadhi,Action,2.1,"Family, Friendship, Comedy, Suspenseful"
805,Speedunnodu,"Comedy, Romance            ",4.6,"Revenge, Hopeful"
806,Subhalekha,"Family, Drama, Musical            ",7.3,"Drama, Sad, Fear, Emotional, Motivational"
807,Asura,"Action, Drama            ",6.5,"Love, Romantic, Chill, Suspenseful"
808,Palnati Brahmanayudu,"Action, Drama            ",2.5,"Heartwarming, Comedy"
809,@ Nartanasala,Drama,3.7,"Inspirational, Anger, Heartwarming, Love, Excited"
810,Nuvvu Nenu,Romance,6.7,"Inspirational, Romantic"
811,Rowdy Mogudu,Drama,4.5,"Sad, Suspenseful, Family, Love, Fantasy"
812,Vijetha,Drama,6.8,"Sad, Excited"
813,Ravoyi Chandamama,"Drama, Romance            ",4.8,"Mystery, Thrilling, Action, Suspenseful, Feel-good"
814,Dream,"Action, Crime, Mystery            ",8.3,"Adventure, Excited, Thrilling, Inspirational"
815,Preminchukundam Raa,Romance,7.2,"Suspenseful, Love, Motivational"
816,Vasantham,"Drama, Romance            ",5.6,"Drama, Fear"
817,Chanti,"Drama, Romance            ",7,"Heartwarming, Comedy, Fear, Motivational"
818,Bobbili Raja,"Action, Romance            ",6.9,"Mind-blowing, Excited, Chill, Patriotic, Motivational"
819,Kataka,"Horror, Thriller            ",7.5,"Tragic, Patriotic, Anger, Hopeful"
820,Dongala Mutha,"Action, Crime, Thriller            ",3.7,"Love, Romantic, Friendship, Family, Anger"
821,Chitemma Mogudu,Comedy,4.4,"Feel-good, Happy, Suspenseful, Comedy"
822,Subha Sankalpam,"Drama, Musical            ",6.8,"Fantasy, Chill, Mind-blowing, Happy, Action"
823,Maa Inti Katha,Family,2.5,"Excited, Love, Fantasy, Feel-good, Action"
824,W/o Ram,Thriller,6,"Mystery, Anger, Action"
825,James Bond,"Action, Comedy            ",5.5,"Sad, Tragic, Heartwarming, Drama, Mind-blowing"
826,Padmavyuham,Action,1.6,"Chill, Anger, Revenge, Hopeful, Dark"
827,Avunu,"Horror, Thriller            ",6.5,"Suspenseful, Romantic, Friendship"
828,Veerabhadra,Action,2.5,"Fantasy, Sad, Drama, Suspenseful"
829,Iddaru Mitrulu,"Drama, Musical            ",5.2,"Patriotic, Fear"
830,Singham123,"Action, Comedy            ",4.8,"Inspirational, Tragic, Serious, Fear"
831,Anaamika,Thriller,5.6,"Chill, Sad, Family, Suspenseful, Inspirational"
832,Sasirekha Parinayam,Romance,5.3,"Happy, Fear, Revenge"
833,Bendu Apparao RMP,Comedy,6.7,"Fantasy, Adventure, Dark"
834,Rajaratha,"Action, Adventure, Comedy            ",5.2,"Heartwarming, Action, Motivational, Adventure, Serious"
835,Danger,Thriller,6.4,"Inspirational, Serious, Chill, Adventure"
836,Andari Bandhuvaya,Drama,7.3,"Feel-good, Motivational"
837,Seenu,Romance,5.6,"Fantasy, Hopeful, Suspenseful, Drama"
838,Janda Pai Kapiraju,"Action, Thriller            ",6.3,"Happy, Action, Friendship, Chill"
839,Deyyam,Horror,6.4,"Heartwarming, Mind-blowing, Revenge, Dark, Love"
840,Rowdy Alludu,"Action, Comedy            ",6.9,"Drama, Hopeful"
841,Krishna Aur Kans,"Animation, Action, Adventure            ",6.5,"Dark, Patriotic"
842,Seema Tapakai,Comedy,6.1,"Hopeful, Friendship"
843,Mahathma,"Action, Crime, Drama            ",5.9,"Romantic, Comedy"
844,Baanam,"Action, Drama            ",7.1,"Dark, Excited"
845,Bhai,"Action, Comedy, Thriller            ",3.2,"Tragic, Fear"
846,Itlu Sravani Subramanyam,"Drama, Romance            ",6.5,"Anger, Mind-blowing, Dark, Chill"
847,Sathyam,"Action, Drama            ",5.1,"Mind-blowing, Serious"
848,Bhale Ramudu,Family,1.3,"Patriotic, Family"
849,Pressure Cooker,"Comedy, Drama, Family            ",6.5,"Fantasy, Suspenseful"
850,Ranam,Action,6.5,"Serious, Happy"
851,Aavida Maa Aavide,"Comedy, Romance            ",6.4,"Thrilling, Emotional"
852,Alavuddinum Athbutha Vilakkum,"Adventure, Drama, Fantasy            ",6.6,"Fear, Adventure, Motivational"
853,Naa Mogudu Nanke Sontham,Comedy,3.2,"Hopeful, Revenge, Fantasy"
854,Sri Anjaneyam,Fantasy,4.4,"Feel-good, Motivational, Happy, Serious"
855,Chiru Navvuto,"Comedy, Drama, Romance            ",7.2,"Anger, Fantasy, Dark, Thrilling"
856,Operation Gold Fish,"Action, Thriller            ",4.4,"Happy, Hopeful, Thrilling"
857,Subrahmanyapuram,"Drama, Mystery, Thriller            ",5.5,"Thrilling, Mystery, Anger, Drama, Love"
858,Baava,Drama,4.7,"Drama, Thrilling, Action, Comedy"
859,Veera Prathap,"Action, Adventure, Comedy            ",1.2,"Emotional, Drama, Friendship"
860,Courier Boy Kalyan,"Action, Romance, Thriller            ",5.4,"Emotional, Excited"
861,Jabardasth,Comedy,3.9,"Inspirational, Comedy, Romantic, Tragic, Serious"
862,Pellam Oorelithe,"Comedy, Drama            ",6.8,"Sad, Drama, Love, Inspirational"
863,Hanuman Junction,"Drama, Action, Comedy            ",6.8,"Drama, Motivational"
864,Money,"Action, Comedy, Drama            ",7.2,"Revenge, Suspenseful, Fantasy"
865,Ninnu Thalachi,"Comedy, Romance            ",7.4,"Tragic, Heartwarming, Mystery"
866,Jayammu Nischayammuu Raa,Comedy,7.2,"Emotional, Love"
867,A Film by Aravind,"Horror, Mystery            ",7.1,"Comedy, Chill, Friendship, Happy, Hopeful"
868,Ye Mantram Vesave,Drama,4,"Fear, Love, Friendship, Motivational"
869,Bhakta Prahlada,"Drama, Musical            ",7.5,"Heartwarming, Drama, Family, Romantic, Mystery"
870,Souryam,"Action, Drama            ",5.8,"Patriotic, Sad, Friendship, Fear"
871,Blade Babji,Comedy,6.4,"Suspenseful, Mystery, Motivational, Hopeful, Thrilling"
872,Devi,"Drama, Fantasy            ",6.6,"Romantic, Dark, Sad, Love"
873,Gulabi,"Action, Romance            ",7,"Fear, Chill, Feel-good, Fantasy, Friendship"
874,Rajendrudru Gajendrudru,"Comedy, Drama            ",7.2,"Love, Excited, Fear, Sad"
875,Lovely,Romance,5.4,"Suspenseful, Emotional, Family"
876,Adhirindhi Alludu,Drama,3.3,"Action, Feel-good, Dark, Chill, Love"
877,Andhrudu,"Action, Drama            ",6.6,"Serious, Family, Hopeful, Romantic"
878,Malliswari,"Drama, History, Musical            ",7,"Fear, Chill, Tragic"
879,Bluff Master,"Crime, Thriller            ",6.5,"Love, Anger, Fear"
880,Aatagadharaa Siva,"Action, Comedy, Drama            ",7.3,"Revenge, Romantic, Emotional"
881,Rechipo,Action,3.3,"Excited, Hopeful, Mystery"
882,Kadhal Sadugudu,"Action, Drama            ",5.7,"Friendship, Happy, Adventure, Fear"
883,Ra Ra Krishnayya,Romance,5.3,"Drama, Excited, Comedy, Patriotic, Heartwarming"
884,Nuvvu Vasthavani,"Family, Romance            ",6.7,"Happy, Heartwarming"
885,Prathigna,"Comedy, Family            ",1.1,"Feel-good, Heartwarming, Family, Romantic, Mystery"
886,Life Before Wedding,"Comedy, Drama, Romance            ",7.2,"Family, Fantasy, Feel-good, Friendship"
887,Silly Fellows,Comedy,5.9,"Mind-blowing, Thrilling, Friendship, Feel-good, Motivational"
888,Donga Police,"Action, Comedy, Drama            ",3.1,"Fantasy, Heartwarming"
889,Sundara Kanda,"Comedy, Romance            ",7,"Heartwarming, Friendship, Dark, Mystery, Fantasy"
890,Chitram Bhalare Vichitram,Comedy,6.8,"Happy, Patriotic, Thrilling"
891,Ninne Premistha,Romance,6.1,"Dark, Thrilling, Fantasy"
892,Sahasa Veerudu Sagara Kanya,"Action, Adventure, Fantasy            ",6.1,"Mind-blowing, Adventure, Action"
893,Bhookailas,"Drama, Musical            ",7.1,"Patriotic, Feel-good, Mystery, Anger"
894,Antham,"Action, Crime, Thriller            ",6.4,"Motivational, Anger, Fantasy"
895,Ami Thumi,Comedy,6.6,"Motivational, Sad"
896,Oka Manasu,"Drama, Musical, Romance            ",5.3,"Revenge, Tragic, Chill, Mind-blowing"
897,Aatadista,"Action, Comedy, Drama            ",4.2,"Fantasy, Patriotic, Family, Motivational, Comedy"
898,Poola Rangadu,Comedy,5.7,"Emotional, Chill, Mystery, Drama, Excited"
899,Kitakitalu,"Comedy, Drama            ",5.8,"Love, Dark, Tragic, Suspenseful"
900,Money Money,"Action, Comedy, Drama            ",7,"Adventure, Anger, Chill, Excited"
901,Prema Katha,"Drama, Romance            ",6.3,"Fantasy, Tragic"
902,Enga Veetu Pillai,"Action, Comedy, Drama            ",7.1,"Chill, Mind-blowing, Serious, Hopeful, Excited"
903,Missamma,Drama,7,"Romantic, Patriotic, Emotional, Feel-good, Suspenseful"
904,Sitaramaraju,"Action, Drama, Romance            ",5.7,"Suspenseful, Patriotic, Excited"
905,Desa dimmari,Romance,6.8,"Heartwarming, Fantasy, Thrilling, Mystery"
906,Sparsha,"Drama, Musical, Romance            ",6.9,"Hopeful, Mind-blowing, Excited, Heartwarming, Love"
907,Case No. 666/2013,"Horror, Thriller            ",4.6,"Dark, Comedy, Suspenseful, Friendship, Hopeful"
908,I Love You,"Drama, Romance            ",4.8,"Mind-blowing, Mystery, Sad"
909,Nayaki,"Comedy, Horror, Thriller            ",2.9,"Anger, Adventure, Drama, Romantic"
910,Ee Rojullo,"Comedy, Romance            ",5.6,"Serious, Excited, Mind-blowing, Mystery"
911,Kamma Rajyam Lo Kadapa Reddlu,"Drama, Thriller            ",3.7,"Suspenseful, Heartwarming, Excited, Fantasy"
912,Mugguru Monagallu,"Action, Comedy, Drama            ",6.1,"Patriotic, Action"
913,24 Kisses,Romance,4.9,"Patriotic, Heartwarming, Adventure, Thrilling"
914,Next Enti?,"Comedy, Drama, Romance            ",4.6,"Action, Feel-good, Tragic"
915,Naa Bangaaru Talli,"Crime, Drama, Family            ",7.2,"Revenge, Friendship, Love, Inspirational, Mystery"
916,Anthaka Mundu Aa Tarvatha,"Drama, Romance            ",6.6,"Motivational, Inspirational"
917,Edadugula Bandham,Drama,1.7,"Suspenseful, Adventure"
918,Naa Nuvve,Romance,4.2,"Anger, Emotional, Dark, Motivational, Tragic"
919,All the Best,Drama,5.5,"Action, Tragic, Excited, Drama"
920,Ranga (S.S.L.C),"Action, Comedy, Drama            ",6.2,"Excited, Drama"
921,Maanavudu Daanavudu,Family,1.6,"Love, Patriotic, Tragic, Excited, Adventure"
922,Athanokkade,"Action, Drama            ",6.8,"Mind-blowing, Anger, Serious"
923,Seema Sastry,"Action, Comedy            ",6.3,"Drama, Heartwarming, Serious, Revenge"
924,Amma Cheppindi,Drama,7.1,"Drama, Adventure, Suspenseful"
925,Kalyanaraman,"Action, Comedy, Drama            ",6.6,"Thrilling, Mystery"
926,Sankham,"Action, Comedy            ",5,"Fear, Mind-blowing, Love, Happy, Feel-good"
927,Ride,Drama,5.2,"Tragic, Suspenseful, Fantasy"
928,Ave Kallu,"Musical, Mystery, Thriller            ",7.2,"Excited, Drama, Fear, Heartwarming, Sad"
929,Suryakantham,"Comedy, Romance            ",5.4,"Adventure, Serious, Romantic, Drama"
930,Bhale Dongalu,Romance,4.2,"Fear, Mystery, Comedy, Anger, Chill"
931,Kousalya Krishnamurthy,"Drama, Sport            ",7.4,"Anger, Family"
932,Andhhagadu,Comedy,5.7,"Emotional, Anger, Serious"
933,Okka Ammayi Thappa,"Action, Drama, Romance            ",5.7,"Family, Drama, Excited"
934,Bheemli Kabadi Jattu,Sport,7.3,"Feel-good, Emotional"
935,Naa Ishtam,Drama,3.5,"Action, Thrilling"
936,Saptapadhi,"Drama, Family, Musical            ",7.2,"Anger, Emotional, Friendship, Drama, Thrilling"
937,Voter,Romance,7.4,"Heartwarming, Family, Mind-blowing, Romantic, Patriotic"
938,Sankarabharanam,Comedy,4.8,"Friendship, Romantic, Family, Tragic"
939,Chaarulatha,"Horror, Thriller            ",5.3,"Drama, Action, Hopeful, Tragic, Patriotic"
940,Prema Kavali,Romance,5.8,"Comedy, Action"
941,Ontari,Action,5.8,"Fantasy, Sad, Romantic, Serious, Happy"
942,Killer,"Action, Crime, Drama            ",6.5,"Heartwarming, Happy, Drama, Mystery"
943,Mr. Pellam,"Comedy, Drama            ",7.2,"Fear, Revenge, Sad, Serious, Friendship"
944,Ammammagarillu,Romance,5.4,"Motivational, Family, Hopeful, Revenge"
945,Brand Babu,Comedy,5.3,"Dark, Comedy, Feel-good"
946,Bama Vijayam,Comedy,7.3,"Love, Inspirational, Comedy"
947,Mitrudu,Drama,4.3,"Happy, Heartwarming"
948,Mr. Medhavi,"Drama, Romance            ",5.8,"Sad, Dark, Family, Heartwarming"
949,Dharma Chakram,Drama,7.1,"Drama, Romantic, Mind-blowing, Comedy, Thrilling"
950,Chettu Kinda Pleader,"Comedy, Crime, Thriller            ",7.2,"Suspenseful, Family, Drama"
